text,Anger,Fear,Joy,Sadness,Surprise
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,0,0,0,1,0
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,0,0,1,0,0
"@alliex both, scrap *ll the rage instead",1,0,0,0,0
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,0,0,0,0,1
@Fra93_bruno wow I'm just really sadden by that. Terrible,0,0,0,1,0
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,1,0,0,0,0
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,1,0,0,1,0
can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare,1,1,0,1,0
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,0,0,0,1,0
"Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice",1,1,1,0,0
Eat my ass' is no longer an insult,1,0,0,1,0
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,0,0,1,0,0
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",0,0,1,0,0
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,0,0,1,0,0
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",0,0,1,0,0
Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,0,0,1,0,0
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,1,0,0,1,0
Why is it so windy? So glad I didn't ride my bike. #fear #wind,0,1,1,0,1
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,1,0,0,0,0
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,0,0,1,0,0
"Brb, going 2 start killing random white people going about their normal days. Don't worry though i'm white, so they will safely apprehend me",1,0,0,1,0
".@marcorubio mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'",0,1,1,0,0
"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u",1,0,1,0,0
@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,1,0,0,0,0
"@my2k aaa Cam animated that, so proud of our boy",0,0,1,0,0
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,0,0,1,0,0
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,1,0,0,0,0
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",0,0,1,0,0
@ScmCIafIin 'Don't you know how nervous I was to see you?',0,1,0,1,0
@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,1,1,0,0,0
@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,0,0,0,1,0
jstor's lingua obscura articles are always such a delight,0,0,1,0,0
Feel the wrath of my air-dropped pamphlets!,0,0,1,0,0
@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,1,0,0,0,0
"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",0,0,0,1,0
@MichiganBromo Good optimism sir :),0,0,1,0,0
I'm such a shy girl🙄,0,0,0,1,0
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,0,1,0,0,0
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,0,1,1,0,0
"@noveliciouss OMG, that's such a beautiful quote.  #amwriting",0,0,1,0,1
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,1,1,0,1,0
mmmm i'm kinda sad i hope i can shake this before school,0,0,0,1,0
Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,0,1,1,0,0
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",1,0,0,0,0
"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",0,0,1,0,0
now playing yung fav song ni chavs #sober 😂,0,0,1,1,0
@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,1,0,0,0,0
Everyone is raging,1,0,0,0,0
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,1,0,0,0,0
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,0,0,1,0,0
NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,0,0,0,1,0
Watch this amazing live.ly broadcast by @flydudern  #musically,0,0,1,0,0
No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,0,0,0,1,0
@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,1,1,0,0,0
Danish pastries...oh know my nightmare! Old boots is a good description #GBBO,0,1,0,0,0
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,0,0,1,0,0
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",1,0,0,0,1
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,1,0,0,0,0
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,0,0,1,0,0
The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,0,0,1,0,1
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",0,0,0,1,0
Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,0,0,1,0,0
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,1,1,0,1,0
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited ,0,0,1,0,0
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,1,0,0,0,0
Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,1,0,0,1,0
@niceoneWern @Alotta_Pain the gleesome threesome,0,0,1,0,0
@mrfisher81 Just my attempt at levity 😉,1,0,1,0,0
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",0,0,1,0,0
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,1,0,0,0,1
Congress attended by midterm liveliness differently constraints: qmiv,0,0,0,0,1
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,0,0,0,1,0
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,1,0,0,0,0
@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.,0,0,1,0,0
Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed,1,0,1,0,0
@philjame5 @spoke_bros wow! that looks bright,0,0,1,0,0
induction day tomorrow for pizza express #nervous,0,1,0,0,0
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,0,0,1,0,0
"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",0,1,1,0,0
Rojo is shocking.......absolutely shocking !!!,1,0,0,1,1
"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂",0,1,1,0,0
@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,0,0,1,0,0
@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,0,0,1,0,0
@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,0,0,1,0,0
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown,1,0,0,1,0
@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,1,0,0,0,0
@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid,0,1,0,0,0
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",1,0,0,1,0
@SeanUnfiltered Texans are scared of this bunch! ,0,1,0,0,0
My little sister sure can hold a grudge 😂😂😂,1,0,0,1,0
@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !,0,0,1,0,0
"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",0,0,1,0,0
Ppl like that irritate my soul,1,0,0,0,0
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,0,0,1,0,0
@LiamCannon1 He's just too raging to type properly... Ha ha!,1,0,0,0,0
Pakistan continues to treat #terror as a matter of state policy says @MEAIndia. #UriAttack,1,1,0,0,0
@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,0,0,1,0,1
"One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness",0,0,0,1,0
The Pats are awesome. Belichick is awesome ...they just are. ,0,0,1,0,0
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",1,0,0,0,0
Now #India is #afraid of #bad .,0,1,0,0,0
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",0,0,1,0,0
Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,0,0,1,0,0
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion,0,1,0,0,0
@TampaBayRay I cried with laughter.,0,0,1,1,0
"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",0,0,1,0,0
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,0,0,0,1,0
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",1,0,0,0,0
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",1,0,0,1,0
HMS Pinafore' time.\n\nI need some mirth.,0,0,1,0,0
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,0,0,0,1,0
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,0,0,1,0,0
me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley,0,1,0,0,0
"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",0,1,0,1,0
"I like talking to someone who makes me laugh, laughter is the best medicine",0,0,1,0,0
"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",0,0,1,0,1
"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",0,0,1,0,0
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,0,0,1,0,0
@EmmyMitchell_  hahahaha you're ridiculous!!! But thank you a joyous evening xx,0,0,1,0,1
When will the weeks full of Mondays end?? #disheartened,0,0,0,1,0
@sophtulig I personally prefer being happy.,0,0,1,0,0
if Man U lose i may actually have a nervous breakdown,0,1,0,0,0
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",1,0,0,0,0
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,0,0,1,0,0
"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",0,0,1,0,0
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,0,0,1,0,0
@ParamjitGarewal way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan,0,1,0,1,0
Pull over #tonight and make your car #shake 😋💦,0,0,1,0,1
@clonmacart I'm beaming with glee.,0,0,1,0,0
@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,1,0,0,1,0
Feeling #gloomy,0,0,0,1,0
"B day next week, catch the sauce and watch the heaviness!",0,0,1,0,0
"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",0,0,1,0,0
".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking",1,0,0,1,1
"If her legs aren't shaking, you're not doing it right.",0,0,0,0,1
